image_path,label
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/21695-306_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0615-5550_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/68180-0481-01_PART_1_OF_1_CHAL10_SF_FA217D1B.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/53808-0647_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68462-461_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/954.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/33342-094_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-7113-06_PART_1_OF_1_CHAL10_SF_E029F05F.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/51079-899_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4643.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/53808-0210_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3963.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0904-6551_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/55111-0268-30_PART_1_OF_1_CHAL10_SB_C422E227.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0378-6150_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/61786-290_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63187-758_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55154-5154_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/24.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0378-3952_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/42254-078_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55289-379_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/99207-0467-30_PART_1_OF_1_CHAL10_SF_C11D60AB.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3614.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/952.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/49999-868_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55154-4626_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4312.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0093-7581_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/51285-0539-02_PART_1_OF_1_CHAL10_SF_D13068D3.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63629-4506_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0173-0699_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/816.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0904-5904_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00074-7070-90_PART_1_OF_1_CHAL10_SB_991D4CFA.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-2204-01_PART_1_OF_1_CHAL10_SB_8426C266.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2384.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/64725-0282_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00074-3020-11_PART_1_OF_1_CHAL10_SF_E01D703B.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/21695-750_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-5187_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/61919-328_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0832-0512_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3296.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-1003-01_PART_1_OF_1_CHAL10_SB_B326D9D6.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2623.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/69189-0437_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/53808-0653_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/439.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68012-309_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-2203-01_PART_1_OF_1_CHAL10_SB_CE27E77F.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-2931-01_PART_1_OF_1_CHAL10_SF_4A2B2559.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2817.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/61786-568_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00378-0208-01_PART_1_OF_1_CHAL10_SF_99204CF2.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0007-4890_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4550.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/658.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/76237-195_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-6203_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/59762-3717_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/10544-582_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68462-461_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00781-1506-01_PART_1_OF_1_CHAL10_SF_36201B40.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/60429-151_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0527-1324_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/64380-734_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/21695-263_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00173-0135-55_PART_1_OF_1_CHAL10_SB_E718F397.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0046-1104_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/16590-076_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/694.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/53808-0344_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/67544-225_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/59762-1301-01_PART_1_OF_1_CHAL10_SB_292114A8.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/68453-0375-10_PART_1_OF_1_CHAL10_SF_14200A30.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/42254-059_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/13668-086_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-2275-34_PART_1_OF_1_CHAL10_SF_D82D6C1B.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00555-0590-01_PART_1_OF_1_CHAL10_SB_0E2F871C.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2788.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/53808-0806_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55289-073_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/41616-0636-83_PART_1_OF_1_CHAL10_SF_1A240D60.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00145-0091-25_PART_1_OF_1_CHAL10_SF_DD196ECB.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SB_34271A58.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/787.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/33261-684_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-7201-98_PART_1_OF_1_CHAL10_SB_D327E9EF.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/49999-156_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/368.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-0782-56_PART_1_OF_1_CHAL10_SB_392B1C88.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1715.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2835.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0093-7542_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63739-645_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00555-0859-02_PART_1_OF_1_CHAL10_SF_512F2899.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/696.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1529.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/33261-100_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55154-5567_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/59762-6722_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0615-7688_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1542.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1767.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3543.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/60505-2655_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3884.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68788-9919_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3835.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1364.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4804.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55045-1167_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/463.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/50111-0647-01_PART_1_OF_1_CHAL10_SF_893044A2.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-0890_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00781-1507-01_PART_1_OF_1_CHAL10_SF_39201C90.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/10544-904_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00172-4286-60_PART_1_OF_1_CHAL10_SF_142D8A7C.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/51285-100_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3537.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68382-266_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3599.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68084-229_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/64725-7544_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-2929-01_PART_1_OF_1_CHAL10_SF_E52972BB.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2313.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3017.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4483.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4592.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4912.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/10544-114_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/908.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/50844-185_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3398.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4151.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-1078-53_PART_1_OF_1_CHAL10_SB_8529C2FE.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63629-4994_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63629-5268_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1850.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/50111-0563-01_PART_1_OF_1_CHAL10_SF_6B243581.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/61786-594_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0615-4514_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0179-0161_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/43063-695_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/53808-0730_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55111-340_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/42291-810_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/67046-642_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63459-546_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55154-6177_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/42254-218_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00527-1413-01_PART_1_OF_1_CHAL10_SB_F420FA37.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/29300-189_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/42291-900_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/69189-0608_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/59762-0145_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55289-959_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/60505-2649_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0555-0974_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2773.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SF_34271A58.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1488.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/21695-262_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-5204_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3685.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55700-334_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63187-317_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/60793-115_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/452.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63629-2825_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/33261-918_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/65862-143_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00074-1973-54_PART_1_OF_1_CHAL10_SF_BE1DDF0E.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/53808-0776_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55154-5673_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/16252-570_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3897.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00003-4222-16_PART_1_OF_1_CHAL10_SF_F215F93F.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/40.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/21695-226_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/16714-042_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/13107-006_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3481.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-5256-68_PART_1_OF_1_CHAL10_SF_8727C3AE.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2517.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2152.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-3167-53_PART_1_OF_1_CHAL10_SF_10270828.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55154-1424_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/60505-5306_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/61919-013_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0832-2012_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/50436-1873_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/308.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63629-4305_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/63459-0701-60_PART_1_OF_1_CHAL10_SB_602D3019.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/50436-3000_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4622.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00173-0556-02_PART_1_OF_1_CHAL10_SF_251912B8.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/53808-0279_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00378-0724-19_PART_1_OF_1_CHAL10_SB_39241C90.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/21695-224_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-0325_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/17478-767_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-5842_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4101.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/622.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-6197_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/59762-6690_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2861.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2284.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2382.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/868.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3354.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/10544-217_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2246.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55154-4250_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/50.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00172-7312-46_PART_1_OF_1_CHAL10_SB_972BCBDE.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-0109-01_PART_1_OF_1_CHAL10_SB_40202051.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00310-0279-10_PART_1_OF_1_CHAL10_SF_131C8994.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0591-2880_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4073.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1120.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3990.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4245.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4046.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-5477_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68151-5051_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3714.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/63187-573_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/55111-229_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0781-5914_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2260.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3892.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dr_224/00093-5116-01_PART_1_OF_1_CHAL10_SF_B92D5C8A.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/42799-806_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/2927.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/3896.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68462-330_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/43353-001_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/58118-0063_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0603-5485_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/68645-405_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4671.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/865.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/69189-0174_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/4510.jpg,pill
/workspace/dataset/ePill/classification_data/fcn_mix_weight/dc_224/1003.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/0054-0334_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/64980-186_0_0.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/35356-922_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/59746-171_0_1.jpg,pill
/workspace/dataset/ePill/classification_data/segmented_nih_pills_224/54868-0018_0_0.jpg,pill
